id,code,site_number,fac_type,fac_use,faa_region,faa_dist,city,county,state,full_name,own_type,longitude,latitude,elevation,aero_cht,cbd_dist,cbd_dir,act_date,cert,fed_agree,cust_intl,c_ldg_rts,joint_use,mil_rts,cntl_twr,major
128,1AK2,50132.4*A,AIRPORT,PR,AAL,NONE,CROSSWIND LAKE,MATA-SUS BOROUGH,AK,CROSSWIND LAKE,PR,-146.010000,62.400000,2125,ANCHORAGE,0,N,,,,N,N,N,N,N,N
129,DCK,50135.1*A,AIRPORT,PU,AAL,NONE,DAHL CREEK,KOBUK,AK,DAHL CREEK,PU,-156.900000,66.940000,260,FAIRBANKS,10,SE,,,GY,N,N,N,Y,N,N
130,SCC,50140.7*A,AIRPORT,PU,AAL,NONE,DEADHORSE,NORTH SLOPE,AK,DEADHORSE,PU,-148.460000,70.190000,61,POINT BARROW,0,SE,,BS 05/1973,NGY,N,N,N,Y,N,Y
131,35AK,50140.71*H,HELIPORT,PR,AAL,NONE,DEADHORSE,BARROW,AK,SEAL ISLAND,PR,-148.690000,70.490000,30,POINT BARROW,16,NW,,,,,,,,N,N
132,AK15,50140.72*A,AIRPORT,PR,AAL,NONE,DEADHORSE,NORTH SLOPE,AK,ALPINE AIRSTRIP,PR,-150.940000,70.340000,18,POINT BARROW,53,W,02/2000,,,,,,,N,N
133,22AK,50140.721*A,AIRPORT,PR,AAL,NONE,DEADHORSE,BARROW,AK,HELMERICKS,PR,-150.360000,70.410000,5,POINT BARROW,0,N,,,,,,,,N,N
134,DEE,50145.1*A,AIRPORT,PU,AAL,NONE,DEERING,KOBUK,AK,DEERING /NEW/,PU,-162.760000,66.060000,15,NOME,2,SW,,,NGY,N,N,N,Y,N,N
135,BIG,50146.*A,AIRPORT,PU,AAL,NONE,DELTA JUNCTION FT GREELY,FAIRBANKS,AK,ALLEN AAF,MR,-145.720000,63.990000,1277,ANCHORAGE,3,S,,LU 03/1978,N,N,N,Y,Y,N,N
136,11AK,50146.012*A,AIRPORT,PR,AAL,NONE,DELTA JUNCTION,SOUTHEAST FAIRBANKS,AK,DELTA AIRMOTIVE,PR,-145.500000,63.990000,1190,ANCHORAGE,6,E,,,,,,,,N,N
137,D66,50146.02*A,AIRPORT,PU,AAL,NONE,DELTA JUNCTION,FAIRBANKS NORTH STAR,AK,DELTA JUNCTION,PU,-145.710000,64.050000,1150,FAIRBANKS,0,N,11/1990,,,,,,,N,N
138,29AK,50146.03*A,AIRPORT,PR,AAL,NONE,DELTA JUNCTION,ANCHORAGE,AK,REMINGTON FIELD,PR,-145.410000,64.040000,1250,FAIRBANKS,10,E,,,,,,,,N,N
139,45AK,50146.04*A,AIRPORT,PR,AAL,NONE,DELTA JUNCTION,FAIRBANKS,AK,CHEROKEE,PR,-145.470000,63.960000,1300,ANCHORAGE,10,SE,04/1988,,,,,,,N,N
140,AK09,50146.05*A,AIRPORT,PR,AAL,NONE,DELTA JUNCTION,FAIRBANKS NORTH STAR,AK,WINGSONG ESTATES,PR,-145.500000,64.040000,1100,FAIRBANKS,7,N,12/1991,,,,,,,N,N
141,9AK4,50146.06*A,AIRPORT,PR,AAL,NONE,DELTA JUNCTION,FAIRBANKS NORTH STAR,AK,ARCTIC ANGEL,PR,-145.830000,64.130000,1009,DAWSON,8,NW,12/1992,,,,,,,N,N
142,0Z2,50147.3*A,AIRPORT,PU,AAL,NONE,DENALI,MATA-SUS BOROUGH,AK,ROAD COMMISSION NR 1,PU,-147.530000,63.100000,2525,ANCHORAGE,3,S,,,,N,N,N,N,N,N
143,DLG,50153.*A,AIRPORT,PU,AAL,NONE,DILLINGHAM,BRISTOL BAY,AK,DILLINGHAM,PU,-158.500000,59.040000,86,KODIAK,2,W,,AS 05/1973,NGSY,N,N,N,Y,N,Y
144,AK21,50153.01*A,AIRPORT,PR,AAL,NONE,DILLINGHAM,BRISTOL BAY,AK,NUSHAGAK,PR,-157.770000,59.130000,40,KODIAK,22,N,02/2000,,,,,,,N,N
145,0Z3,50154.*C,SEAPLANE BASE,PU,AAL,NONE,DILLINGHAM,BRISTOL BAY,AK,SHANNONS POND,PU,-158.570000,59.050000,80,KODIAK,3,W,,,,N,N,N,N,N,N
146,DM2,50156.5*H,HELIPORT,PU,AAL,NONE,DIOMEDE,ALEUTIAN ISLANDS,AK,DIOMEDE,PU,-168.950000,65.750000,20,NOME,0,N,02/2000,,,,,,,N,N
147,EAA,50175.*A,AIRPORT,PU,AAL,NONE,EAGLE,UPPER YUKON,AK,EAGLE,PU,-141.150000,64.770000,880,DAWSON,2,E,,,NGY,N,Y,N,Y,N,N
148,1AK7,50176.02*A,AIRPORT,PR,AAL,NONE,EAGLE RIVER,ANCHORAGE,AK,HARDEE FIELD,PR,-149.310000,61.240000,660,ANCHORAGE,9,N,,,,N,N,N,N,N,N
149,EEK,50177.*A,AIRPORT,PU,AAL,NONE,EEK,BETHEL,AK,EEK,PU,-162.000000,60.210000,40,BETHEL,1,E,,,N,N,N,N,Y,N,N
150,AK96,50178.01*A,AIRPORT,PR,AAL,NONE,EGEGIK,DILLINGHAM,AK,BARTLETTS,PR,-157.350000,58.210000,50,KODIAK,2,N,11/1990,,,,,,,N,N
151,EII,50178.1*A,AIRPORT,PU,AAL,NONE,EGEGIK,BRISTOL BAY,AK,EGEGIK,PU,-157.380000,58.180000,84,KODIAK,2,NW,09/1994,,NGY,,,,,N,N
152,KKU,50181.7*A,AIRPORT,PR,AAL,NONE,EKUK,BRISTOL BAY,AK,EKUK,PR,-158.550000,58.810000,30,KODIAK,0,S,,,N,N,N,N,N,N,N
153,KEK,50182.*A,AIRPORT,PU,AAL,NONE,EKWOK,BRISTOL BAY,AK,EKWOK,PU,-157.470000,59.350000,130,KODIAK,0,S,,,NGY,N,N,N,Y,N,N
154,ERO,50195.7*H,HELIPORT,PR,AAL,NONE,ELDRED ROCK,SKAGWAY-YAKUTAT,AK,ELDRED ROCK CG,PU,-135.230000,58.970000,33,JUNEAU,0,N,,,,N,N,N,N,N,N
155,ELV,50196.3*C,SEAPLANE BASE,PU,AAL,NONE,ELFIN COVE,SKAGWAY-YAKUTAT,AK,ELFIN COVE,PU,-136.340000,58.190000,0,JUNEAU,0,SE,,,N1,N,N,N,Y,N,N
156,ELI,50197.*A,AIRPORT,PU,AAL,NONE,ELIM,NOME,AK,ELIM,PU,-162.270000,64.610000,200,NOME,3,SW,,,NGY,N,N,N,Y,N,N
157,MOS,50197.01*A,AIRPORT,PR,AAL,NONE,ELIM,NOME,AK,MOSES POINT,PR,-162.050000,64.690000,14,NOME,0,S,,,N,N,N,N,Y,N,N
158,1Z9,50197.3*C,SEAPLANE BASE,PU,AAL,NONE,ELLAMAR,VALDEZ-CHITNA-WHITIE,AK,ELLAMAR,PU,-146.700000,60.890000,0,ANCHORAGE,0,NE,,,,N,N,N,N,N,N
159,ENM,50198.61*A,AIRPORT,PU,AAL,NONE,EMMONAK,WADE HAMPTON,AK,EMMONAK,PU,-164.490000,62.780000,14,BETHEL,0,E,,,NGY,,,,,N,N
160,KEB,50199.*A,AIRPORT,PU,AAL,NONE,ENGLISH BAY,KENAI-COOK INLET,AK,ENGLISH BAY,PU,-151.920000,59.350000,27,KODIAK,0,SW,,,N,N,N,N,Y,N,N
161,2Z1,50199.6*C,SEAPLANE BASE,PU,AAL,NONE,ENTRANCE ISLAND,WRANGELL-PETERSBURG,AK,ENTRANCE ISLAND,PU,-133.430000,57.410000,0,JUNEAU,0,S,,,,N,N,N,N,N,N
162,AZK,50200.*A,AIRPORT,PU,AAL,NONE,EUREKA,VALDEZ-CHITNA-WHITIE,AK,SKELTON,PR,-147.160000,61.930000,3289,ANCHORAGE,0,S,,,,N,N,N,N,N,N
163,2Z2,50202.*A,AIRPORT,PU,AAL,NONE,EUREKA CREEK,YUKON-KOYUKUK,AK,EUREKA CREEK,PU,-150.220000,65.170000,700,FAIRBANKS,0,S,,,,N,N,N,N,N,N
164,2Z3,50203.*A,AIRPORT,PU,AAL,NONE,EVA CREEK,FAIRBANKS,AK,EVA CREEK,PU,-148.860000,64.040000,2817,FAIRBANKS,7,E,,,,N,N,N,N,N,N
165,EXI,50208.*C,SEAPLANE BASE,PU,AAL,NONE,EXCURSION INLET,SKAGWAY-YAKUTAT,AK,EXCURSION INLET,PU,-135.440000,58.420000,0,JUNEAU,0,NE,,,NY1,N,N,N,Y,N,N
166,2Z5,50215.*C,SEAPLANE BASE,PU,AAL,NONE,FAIRBANKS,FAIRBANKS,AK,CHENA RIVER,PU,-147.840000,64.830000,440,FAIRBANKS,3,W,,,,N,N,N,N,N,N
167,AK28,50215.01*A,AIRPORT,PR,AAL,NONE,FAIRBANKS,FAIRBANKS NORTH STAR,AK,CHENA MARINA,PR,-147.910000,64.810000,427,FAIRBANKS,5,SW,12/1991,,,,,,,N,N
168,1AK9,50215.02*H,HELIPORT,PR,AAL,NONE,FAIRBANKS,FAIRBANKS NORTH STAR,AK,TUNDRA COPTER,PR,-147.860000,64.810000,434,FAIRBANKS,3,SW,,,,,,,,N,N
169,AK22,50215.03*A,AIRPORT,PR,AAL,NONE,FAIRBANKS,FAIRBANKS NORTH STAR,AK,LAKLOEY AIR PARK,PR,-147.520000,64.820000,475,FAIRBANKS,6,E,02/2000,,,,,,,N,N
170,MTF,50215.1*A,AIRPORT,PR,AAL,NONE,FAIRBANKS,FAIRBANKS,AK,METRO FLD,PR,-147.760000,64.800000,432,FAIRBANKS,2,S,,,,N,N,N,N,N,N
171,31AK,50215.2*A,AIRPORT,PR,AAL,NONE,FAIRBANKS,FAIRBANKS NORTH STAR,AK,DALRYMPLE'S,PR,-147.420000,64.830000,450,FAIRBANKS,8,NE,06/1983,,,,,,,N,N
172,FBK,50216.*A,AIRPORT,PR,AAL,NONE,FAIRBANKS/FT WAINWRIGHT,FAIRBANKS,AK,WAINWRIGHT AAF,MR,-147.610000,64.830000,454,FAIRBANKS,2,E,,AU 06/1974,,N,N,N,Y,Y,N
173,2AK1,50216.3*A,AIRPORT,PR,AAL,NONE,FAIRBANKS /FT WAINWRIGHT/,FAIRBANKS,AK,BLAIR LAKE,MA,-147.360000,64.360000,910,FAIRBANKS,29,SE,,,,N,N,N,Y,N,N
174,2AK2,50216.31*A,AIRPORT,PR,AAL,NONE,FAIRBANKS /FT WAINWRIGHT/,FAIRBANKS,AK,CLEAR CREEK,MA,-147.560000,64.450000,660,FAIRBANKS,23,SE,,,,N,N,,,N,N
175,EIL,50217.*A,AIRPORT,PR,AAL,NONE,FAIRBANKS,FAIRBANKS,AK,EIELSON AFB,MA,-147.100000,64.660000,548,FAIRBANKS,17,SE,,EU 05/1973,,N,N,N,Y,Y,N
176,FAI,50219.*A,AIRPORT,PU,AAL,NONE,FAIRBANKS,FAIRBANKS,AK,FAIRBANKS INTL,PU,-147.850000,64.810000,434,FAIRBANKS,3,SW,,CS 03/1973,NGSY,N,Y,N,Y,Y,Y
177,2Z6,50221.3*C,SEAPLANE BASE,PU,AAL,NONE,FALSE ISLAND,SITKA,AK,FALSE ISLAND,PU,-135.210000,57.530000,0,JUNEAU,0,E,,,,N,N,N,N,N,N
178,KFP,50221.5*A,AIRPORT,PU,AAL,NONE,FALSE PASS,ALEUTIAN ISLANDS,AK,FALSE PASS,PU,-163.410000,54.840000,20,COLD BAY,0,S,,,N,N,N,N,Y,N,N
179,FWL,50222.*A,AIRPORT,PU,AAL,NONE,FAREWELL,KUSKOKWIM,AK,FAREWELL,PU,-153.890000,62.500000,1535,MC GRATH,0,S,,,,N,N,N,N,N,N
180,TNW,50223.*A,AIRPORT,PU,AAL,NONE,FAREWELL LAKE,KUSKOKWIM,AK,TIN CREEK,PU,-153.610000,62.530000,1151,MC GRATH,1,S,,,,N,N,N,N,N,N
181,FKK,50223.1*C,SEAPLANE BASE,PU,AAL,NONE,FAREWELL LAKE,KUSKOKWIM,AK,FAREWELL LAKE,PU,-153.620000,62.540000,1052,MC GRATH,1,NW,,,,N,N,N,N,N,N
182,3Z1,50225.7*A,AIRPORT,PU,AAL,NONE,FEATHER RIVER,NOME,AK,FEATHER RIVER,PU,-166.130000,64.830000,325,NOME,1,W,,,,N,N,N,N,N,N
183,2AK3,50228.4*H,HELIPORT,PR,AAL,NONE,FIVE FINGER,JUNEAU,AK,FIVE FINGER CG,PU,-133.630000,57.260000,48,JUNEAU,0,N,,,,N,N,N,N,N,N
184,FVM,50228.8*A,AIRPORT,PR,AAL,NONE,FIVE MILE,UPPER YUKON,AK,FIVE MILE,PU,-149.840000,65.920000,510,FAIRBANKS,0,SE,,,,N,N,N,N,N,N
185,FLT,50230.*A,AIRPORT,PU,AAL,NONE,FLAT,KUSKOKWIM,AK,FLAT,PU,-157.980000,62.450000,309,MC GRATH,0,E,,,N,N,N,N,Y,N,N
186,FYU,50235.*A,AIRPORT,PU,AAL,NONE,FORT YUKON,UPPER YUKON,AK,FORT YUKON,PU,-145.250000,66.570000,433,FAIRBANKS,0,N,,,NGSY,N,Y,N,Y,N,N
187,FNR,50250.*C,SEAPLANE BASE,PU,AAL,NONE,FUNTER BAY,ANGOON,AK,FUNTER BAY,PU,-134.890000,58.250000,0,JUNEAU,0,N,,,N1,N,N,N,Y,N,N
188,GBH,50257.5*A,AIRPORT,PU,AAL,NONE,GALBRAITH LAKE,NOME,AK,GALBRAITH LAKE,PU,-149.490000,68.470000,2670,POINT BARROW,2,N,,LU 12/1974,,,,N,Y,N,N
189,GAL,50258.*A,AIRPORT,PU,AAL,NONE,GALENA,YUKON-KOYUKUK,AK,EDWARD G. PITKA SR,PU,-156.930000,64.730000,152,FAIRBANKS,0,NW,,,NGPY,N,N,N,Y,N,N
190,GAM,50260.*A,AIRPORT,PU,AAL,NONE,GAMBELL,NOME,AK,GAMBELL,PU,-171.730000,63.760000,27,BETHEL,0,S,,,NGSY,N,Y,N,Y,N,N
191,AQY,50270.1*A,AIRPORT,PU,AAL,NONE,GIRDWOOD,ANCHORAGE,AK,GIRDWOOD,PU,-149.120000,60.960000,150,ANCHORAGE,3,NE,,,NGY,N,N,N,Y,N,N
192,KGZ,50272.*A,AIRPORT,PU,AAL,NONE,GLACIER CREEK,CORDOVA-MCCARTHY,AK,GLACIER CREEK,PU,-142.380000,61.450000,2380,ANCHORAGE,0,N,,,,N,N,N,N,N,N
193,3Z5,50272.18*A,AIRPORT,PU,AAL,NONE,GLENNALLEN,VALDEZ-CHITNA-WHITIE,AK,BRENWICKS,PR,-145.420000,62.060000,1150,ANCHORAGE,3,S,,,,N,N,,,N,N
194,3Z8,50274.2*C,SEAPLANE BASE,PU,AAL,NONE,GOLDEN HORN LODGE,BRISTOL BAY,AK,GOLDEN HORN LODGE,PR,-158.870000,59.740000,91,KODIAK,1,NW,,,,N,N,N,N,N,N
195,GLV,50275.*A,AIRPORT,PU,AAL,NONE,GOLOVIN,NOME,AK,GOLOVIN,PU,-163.030000,64.540000,25,NOME,0,N,,,N,N,N,N,N,N,N
196,N93,50275.01*A,AIRPORT,PU,AAL,NONE,GOLOVIN,NOME,AK,NEW GOLOVIN,PU,-163.000000,64.550000,69,NOME,0,N,,,,,,,Y,N,N
197,GNU,50277.*A,AIRPORT,PU,AAL,NONE,GOODNEWS,BETHEL,AK,GOODNEWS,PU,-161.580000,59.110000,15,KODIAK,0,SE,,,NGY,N,N,N,Y,N,N
198,Z40,50278.6*A,AIRPORT,PU,AAL,NONE,GOOSE BAY,ANCHORAGE,AK,GOOSE BAY,PU,-149.840000,61.390000,78,ANCHORAGE,0,E,,,NGY,N,N,,Y,N,N
199,GSZ,50280.2*A,AIRPORT,PR,AAL,NONE,GRANITE MOUNTAIN,NOME,AK,GRANITE MOUNTAIN AS,PU,-161.270000,65.400000,1455,NOME,0,E,,,,,,,,N,N
200,KGX,50280.69*A,AIRPORT,PU,AAL,NONE,GRAYLING,KUSKOKWIM,AK,GRAYLING,PU,-160.060000,62.890000,99,MC GRATH,1,S,,,NGY,N,N,N,Y,N,N
201,GKN,50281.*A,AIRPORT,PU,AAL,NONE,GULKANA,VALDEZ-CHITNA-WHITIE,AK,GULKANA,PU,-145.450000,62.150000,1579,ANCHORAGE,5,NE,,,NGPY,N,N,N,Y,N,N
202,A88,50282.6*A,AIRPORT,PU,AAL,NONE,GUNSIGHT MOUNTAIN LODGE,MATANUSKA SUSITNA,AK,GUNSIGHT MOUNTAIN,PR,-147.320000,61.890000,2950,ANCHORAGE,0,NW,,,,N,N,N,N,N,N
203,GST,50284.*A,AIRPORT,PU,AAL,NONE,GUSTAVUS,SKAGWAY-YAKUTAT,AK,GUSTAVUS,PU,-135.700000,58.420000,36,JUNEAU,0,NE,,AS 05/1974,NGPY,N,N,N,Y,N,N
204,HNS,50296.*A,AIRPORT,PU,AAL,NONE,HAINES,HAINES,AK,HAINES,PU,-135.520000,59.240000,16,JUNEAU,3,W,,,NGSY,N,Y,N,Y,N,N
205,3Z9,50296.1*C,SEAPLANE BASE,PU,AAL,NONE,HAINES,HAINES,AK,HAINES,PU,-135.440000,59.230000,0,JUNEAU,0,E,,,,N,N,N,N,N,N
206,4Z2,50300.1*A,AIRPORT,PU,AAL,NONE,HANNUM CREEK,KOBUK,AK,UPPER HANNUM CREEK,PR,-163.320000,65.900000,1300,NOME,0,,,,,N,N,N,N,N,N
207,HWI,50303.*C,SEAPLANE BASE,PR,AAL,NONE,HAWK INLET,SKAGWAY-YAKUTAT,AK,HAWK INLET,PR,-134.750000,58.120000,0,JUNEAU,0,W,,,N,N,N,N,Y,N,N
208,HAY,50304.*A,AIRPORT,PU,AAL,NONE,HAYCOCK,NOME,AK,HAYCOCK,PU,-161.150000,65.200000,175,NOME,0,SE,,,N,N,N,N,N,N,N
209,HRR,50308.*A,AIRPORT,PU,AAL,NONE,HEALY,YUKON-KOYUKUK,AK,HEALY RIVER,PU,-148.960000,63.860000,1294,ANCHORAGE,0,N,,,NGY,N,N,N,Y,N,N
210,7AK7,50308.01*H,HELIPORT,PR,AAL,NONE,HEALY,YUKON-KOYUKUK,AK,ERA DENALI,PR,-148.880000,63.730000,1580,ANCHORAGE,8,SE,02/1992,,,,,,,N,N
211,AK33,50310.15*A,AIRPORT,PR,AAL,NONE,HERENDEEN BAY,ALEUTIAN ISLANDS,AK,HERENDEEN BAY,PR,-160.890000,55.800000,20,COLD BAY,0,W,,,,N,N,N,N,N,N
212,2AK5,50310.4*A,AIRPORT,PR,AAL,NONE,HINCHINBROOK,CORDOVA-MCCARTHY,AK,JOHNSTONE POINT,PU,-146.580000,60.480000,15,ANCHORAGE,17,SW,,,,N,N,N,N,N,N
213,2AK6,50312.5*A,AIRPORT,PR,AAL,NONE,HOGATZA,YUKON-KOYUKUK,AK,HOG RIVER,PR,-155.660000,66.210000,680,FAIRBANKS,0,SE,,,N,N,N,N,N,N,N
214,HYL,50317.3*C,SEAPLANE BASE,PU,AAL,NONE,HOLLIS,PRINCE OF WALES,AK,HOLLIS,PU,-132.640000,55.480000,0,KETCHIKAN,0,W,,,,N,N,N,N,N,N
215,4Z4,50318.*A,AIRPORT,PU,AAL,NONE,HOLY CROSS,KUSKOKWIM,AK,HOLY CROSS,PU,-159.770000,62.180000,70,MC GRATH,1,S,,,NGSY,N,N,N,Y,N,N
216,HOM,50320.*A,AIRPORT,PU,AAL,NONE,HOMER,KENAI-COOK INLET,AK,HOMER,PU,-151.470000,59.640000,84,SEWARD,2,E,,AS 04/1985,NGY,N,N,N,Y,N,N
217,5BL,50320.1*C,SEAPLANE BASE,PU,AAL,NONE,HOMER,KENAI-COOK INLET,AK,HOMER-BELUGA LAKE,PU,-151.500000,59.640000,25,KODIAK,1,E,,,,N,N,N,N,N,N
218,AK17,50320.12*A,AIRPORT,PR,AAL,NONE,HOMER,KENAI-COOK INLET,AK,GLACIERVIEW STRIP,PR,-151.220000,59.760000,1600,SEWARD,15,NE,12/1991,,,,,,,N,N
219,AK18,50320.13*A,AIRPORT,PR,AAL,NONE,HOMER,KENAI-COOK INLET,AK,CAMP POINT,PR,-153.080000,59.820000,8,KODIAK,40,N,12/1991,,,,,,,N,N
220,2AK4,50320.14*A,AIRPORT,PR,AAL,NONE,HOMER,KENAI-COOK INLET,AK,OYSTER COVE,PR,-151.510000,59.470000,45,SEWARD,11,NW,11/1992,,,,,,,N,N
221,46AK,50320.2*A,AIRPORT,PR,AAL,NONE,HOMER,KENAI PENINSULA,AK,BEAR COVE FARM,PR,-151.020000,59.730000,115,SEWARD,16,N,04/1988,,,,,,,N,N
222,OOH,50321.*C,SEAPLANE BASE,PU,AAL,NONE,HOONAH,SKAGWAY-YAKUTAT,AK,HOONAH,PU,-135.450000,58.110000,0,JUNEAU,0,W,,,1,N,N,N,Y,N,N
223,HNH,50321.01*A,AIRPORT,PU,AAL,NONE,HOONAH,JUNEAU,AK,HOONAH,PU,-135.400000,58.090000,20,JUNEAU,1,SE,,,N,N,N,N,Y,N,N
224,HPB,50322.*A,AIRPORT,PU,AAL,NONE,HOOPER BAY,WADE HAMPTON,AK,HOOPER BAY,PU,-166.140000,61.520000,18,BETHEL,2,SW,,,NGSY,N,N,N,Y,N,N
225,5HO,50324.*A,AIRPORT,PU,AAL,NONE,HOPE,SEWARD,AK,HOPE,PU,-149.620000,60.900000,200,ANCHORAGE,1,SE,,,,N,N,N,Y,N,N
226,4Z5,50324.6*A,AIRPORT,PU,AAL,NONE,HORSFELD,FAIRBANKS,AK,HORSFELD,PU,-141.180000,62.000000,3300,ANCHORAGE,28,SSE,,,,N,N,N,N,N,N
227,13AK,50325.*A,AIRPORT,PR,AAL,NONE,HOUSTON,MATA-SUS BOROUGH,AK,SATTERBURGS,PR,-149.880000,61.640000,350,ANCHORAGE,0,N,,,,,,,,N,N
228,HUS,50328.*A,AIRPORT,PU,AAL,NONE,HUGHES,YUKON-KOYUKUK,AK,HUGHES,PU,-154.260000,66.040000,289,FAIRBANKS,1,SW,,,NS1,N,N,N,,N,N
229,HSL,50330.*A,AIRPORT,PU,AAL,NONE,HUSLIA,YUKON-KOYUKUK,AK,HUSLIA,PU,-156.380000,65.700000,180,FAIRBANKS,1,NE,,,NGY,N,N,N,,N,N
230,HYG,50335.*C,SEAPLANE BASE,PU,AAL,NONE,HYDABURG,PRINCE OF WALES,AK,HYDABURG,PU,-132.820000,55.200000,0,KETCHIKAN,0,SW,,,NY1,N,N,N,Y,N,N
231,4Z7,50336.*C,SEAPLANE BASE,PU,AAL,NONE,HYDER,KETCHIKAN,AK,HYDER,PU,-130.000000,55.900000,0,KETCHIKAN,0,S,,,N,N,Y,N,N,N,N
232,19AK,50336.6*A,AIRPORT,PR,AAL,NONE,ICY BAY,SKAGWAY-YAKUTAT,AK,ICY BAY,PU,-141.660000,59.960000,50,SEWARD,73,NW,,,N,N,N,N,N,N,N
233,2AK8,50337.*A,AIRPORT,PR,AAL,NONE,ICY CAPE,BARROW,AK,ICY CAPE AFS,PU,-161.900000,70.290000,48,CAPE LISBURNE,0,NE,,,,N,N,N,Y,N,N
234,IGG,50338.*A,AIRPORT,PU,AAL,NONE,IGIUGIG,BRISTOL BAY,AK,IGIUGIG,PU,-155.900000,59.320000,84,KODIAK,0,S,,,NP,N,N,N,Y,N,N
235,ILI,50340.*A,AIRPORT,PU,AAL,NONE,ILIAMNA,BRISTOL BAY,AK,ILIAMNA,PU,-154.910000,59.750000,186,KODIAK,3,W,,AS 06/1987,NGPY,N,N,N,Y,N,N
236,2AK9,50340.8*A,AIRPORT,PR,AAL,NONE,INDEPENDENCE CREEK,KOBUK,AK,INDEPENDENCE CREEK,PR,-162.460000,65.670000,250,NOME,0,W,,,,N,N,N,N,N,N
237,KIB,50353.*C,SEAPLANE BASE,PU,AAL,NONE,IVANOF BAY,ALEUTIAN ISLANDS,AK,IVANOF BAY,PU,-159.480000,55.890000,0,COLD BAY,0,S,,,N,N,N,N,N,N,N
238,4Z9,50360.*A,AIRPORT,PU,AAL,NONE,JAKOLOF BAY,KENAI-COOK INLET,AK,JAKOLOF BAY,PU,-151.520000,59.450000,5,KODIAK,0,N,,,,N,N,N,N,N,N
239,AK60,50363.*A,AIRPORT,PR,AAL,NONE,JENSENS,BRISTOL BAY,AK,FORT JENSEN,PR,-157.090000,57.880000,240,KODIAK,0,NE,,,,N,N,N,N,N,N
240,JNU,50385.*A,AIRPORT,PU,AAL,NONE,JUNEAU,JUNEAU,AK,JUNEAU INTL,PU,-134.570000,58.350000,19,JUNEAU,7,NW,,CS 05/1973,NGPSY,Y,N,N,Y,Y,Y
241,AK94,50385.01*H,HELIPORT,PR,AAL,NONE,JUNEAU,JUNEAU,AK,ALASCOM/COASTAL LENA POINT,PR,-134.770000,58.390000,150,JUNEAU,6,SE,08/1997,,,,,,,N,N
242,5Z1,50385.05*C,SEAPLANE BASE,PU,AAL,NONE,JUNEAU,JUNEAU,AK,JUNEAU HARBOR,PU,-134.400000,58.290000,0,JUNEAU,0,N,,,N,N,N,N,Y,N,N
243,5Z2,50385.2*H,HELIPORT,PR,AAL,NONE,JUNEAU,JUNEAU,AK,NORTH DOUGLAS,PR,-134.490000,58.330000,25,JUNEAU,3,NW,,,,N,N,N,N,N,N
244,KAE,50393.*C,SEAPLANE BASE,PU,AAL,NONE,KAKE,WRANGELL-PETERSBURG,AK,KAKE,PU,-133.940000,56.970000,0,JUNEAU,0,S,,,NGY,N,N,N,Y,N,N
245,AFE,50393.01*A,AIRPORT,PU,AAL,NONE,KAKE,WRANGELL-PETERSBURG,AK,KAKE,PU,-133.900000,56.960000,172,JUNEAU,1,W,11/1986,,,,,,Y,N,N
246,BTI,50395.*A,AIRPORT,PU,AAL,NONE,BARTER ISLAND LRRS,UPPER YUKON,AK,BARTER ISLAND LRRS,MA,-143.570000,70.130000,5,POINT BARROW,2,S,,LS 05/1973,N,N,N,N,,N,N
247,1KC,50395.01*A,AIRPORT,PR,AAL,NONE,KALAKAKET CREEK,YUKON-KOYUKUK,AK,KALAKAKET CREEK AS,MA,-156.840000,60.420000,1598,FAIRBANKS,0,,08/1999,,,,,,,N,N
248,KLG,50397.*A,AIRPORT,PU,AAL,NONE,KALSKAG,KUSKOKWIM,AK,KALSKAG,PU,-160.340000,61.530000,55,MC GRATH,1,W,,,NS1,N,N,N,Y,N,N
249,KAL,50398.*A,AIRPORT,PU,AAL,NONE,KALTAG,YUKON-KOYUKUK,AK,KALTAG,PU,-158.740000,64.320000,200,NOME,1,SW,,,NGSY,N,N,N,,N,N
250,5Z4,50398.7*H,HELIPORT,PU,AAL,NONE,KANAKANAK,BRISTOL BAY,AK,ANS HOSPITAL,PU,-158.530000,59.000000,100,KODIAK,0,NE,,,,N,N,N,N,N,N
251,5Z5,50399.*A,AIRPORT,PU,AAL,NONE,KANTISHNA,YUKON-KOYUKUK,AK,KANTISHNA,PU,-150.990000,63.540000,1575,ANCHORAGE,2,NW,,,,N,N,,Y,N,N
252,Z90,50399.1*A,AIRPORT,PU,AAL,NONE,KANTISHNA,YUKON-KOYUKUK,AK,STAMPEDE,PU,-150.320000,63.740000,1850,ANCHORAGE,25,NE,,,,N,N,N,Y,N,N
253,KYK,50399.7*A,AIRPORT,PU,AAL,NONE,KARLUK,KODIAK,AK,KARLUK,PU,-154.450000,57.560000,137,KODIAK,1,E,,,NGY,N,N,N,Y,N,N
254,KKL,50399.71*C,SEAPLANE BASE,PU,AAL,NONE,KARLUK LAKE,KODIAK,AK,KARLUK LAKE,PU,-154.020000,57.360000,368,KODIAK,0,W,,,,N,N,N,N,N,N
255,KXA,50400.*C,SEAPLANE BASE,PU,AAL,NONE,KASAAN,PRINCE OF WALES,AK,KASAAN,PU,-132.390000,55.530000,0,KETCHIKAN,0,W,,,NGY,N,N,N,Y,N,N
